Chromophore,Solvent,Lifetime (ns)
CC(C)(C)c1cc2ccc3ccc(-c4ccc(C(c5ccc(-c6ccc7ccc8cc(C(C)(C)C)cc9ccc6c7c89)cc5)C(c5ccc(-c6ccc7ccc8cc(C(C)(C)C)cc9ccc6c7c89)cc5)c5ccc(-c6ccc7ccc8cc(C(C)(C)C)cc9ccc6c7c89)cc5)cc4)c4ccc(c1)c2c34,ClCCl,20.6
CC(C)(C)c1cc2ccc3ccc(-c4ccccc4)c4ccc(c1)c2c34,ClCCl,23.5
Cc1ccc(-c2ccc3ccc4cc(C(C)(C)C)cc5ccc2c3c45)cc1,ClCCl,23.3
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,C1CCCCC1,
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,Cc1ccccc1,
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,C1COCCO1,
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CCOC(C)=O,
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,ClC(Cl)Cl,
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,ClCCl,
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CC(C)=O,
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CS(C)=O,
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CC#N,
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CCO,
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,CO,
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,OCCO,
CCN(CC)c1ccc(C=CC2=[O+][B-](F)(F)Oc3c2c(=O)oc2cc(N(CC)CC)ccc32)cc1,OCC(O)CO,
COc1ccccc1-c1nc2c3ccccc3c3ccccc3c2o1,Cc1ccccc1,
Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2o1,Cc1ccccc1,
[O-]c1ccccc1-c1[nH+]c2c3ccccc3c3ccccc3c2o1,Cc1ccccc1,
COc1ccccc1-c1nc2c3ccccc3c3ccccc3c2n1-c1ccc(C)cc1,Cc1ccccc1,
Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2n1-c1ccccc1,Cc1ccccc1,
[O-]c1ccccc1-c1[nH+]c2c3ccccc3c3ccccc3c2n1-c1ccccc1,Cc1ccccc1,
COc1ccccc1-c1nc2c3cccnc3c3ncccc3c2n1-c1ccccc1,Cc1ccccc1,
Oc1ccccc1-c1nc2c3cccnc3c3ncccc3c2n1-c1ccccc1,Cc1ccccc1,
[O-]c1ccccc1-c1[nH+]c2c3cccnc3c3ncccc3c2n1-c1ccccc1,Cc1ccccc1,
COc1ccccc1C1=NC2c3cccc4cccc(c34)C2N1c1ccccc1,Cc1ccccc1,
Oc1ccccc1C1=NC2c3cccc4cccc(c34)C2N1c1ccccc1,Cc1ccccc1,
Cc1ccc(N2C(c3ccccc3N(C)C)=NC(c3ccccc3)C2c2ccccc2)cc1,Cc1ccccc1,
Cc1ccc(N2C(c3ccccc3N)=NC(c3ccccc3)C2c2ccccc2)cc1,Cc1ccccc1,
Cc1ccc(N2C(c3ccccc3[NH-])=[NH+]C(c3ccccc3)C2c2ccccc2)cc1,Cc1ccccc1,
Cc1ccc(N2C(c3ccccc3NS(=O)(=O)c3ccc(C)cc3)=NC(c3ccccc3)C2c2ccccc2)cc1,Cc1ccccc1,
Cc1ccc(N2C(c3ccccc3[N-]S(=O)(=O)c3ccc(C)cc3)=[NH+]C(c3ccccc3)C2c2ccccc2)cc1,Cc1ccccc1,
Cc1ccc(-n2c(-c3ccccc3N)nc3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,
Cc1ccc(-n2c(-c3ccccc3[NH-])[nH+]c3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,
Cc1ccc(-n2c(-c3ccccc3NS(=O)(=O)c3ccc(C)cc3)nc3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,
Cc1ccc(-n2c(-c3ccccc3[N-]S(=O)(=O)c3ccc(C)cc3)[nH+]c3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,
Cc1ccc(-n2c(-c3cccc4cc[nH]c34)nc3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,
Cc1ccc(-n2c(-c3cccc4cc[n-]c34)[nH+]c3c4ccccc4c4ccccc4c32)cc1,Cc1ccccc1,
COc1ccccc1-c1nc2c3ccccc3c3ccccc3c2o1,ClCCl,
Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2o1,ClCCl,
[O-]c1ccccc1-c1[nH+]c2c3ccccc3c3ccccc3c2o1,ClCCl,
COc1ccccc1-c1nc2c3ccccc3c3ccccc3c2n1-c1ccc(C)cc1,ClCCl,
Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2n1-c1ccccc1,ClCCl,
[O-]c1ccccc1-c1[nH+]c2c3ccccc3c3ccccc3c2n1-c1ccccc1,ClCCl,
COc1ccccc1-c1nc2c3cccnc3c3ncccc3c2n1-c1ccccc1,ClCCl,
Oc1ccccc1-c1nc2c3cccnc3c3ncccc3c2n1-c1ccccc1,ClCCl,
[O-]c1ccccc1-c1[nH+]c2c3cccnc3c3ncccc3c2n1-c1ccccc1,ClCCl,
COc1ccccc1C1=NC2c3cccc4cccc(c34)C2N1c1ccccc1,ClCCl,
Oc1ccccc1C1=NC2c3cccc4cccc(c34)C2N1c1ccccc1,ClCCl,
Cc1ccc(N2C(c3ccccc3N(C)C)=NC(c3ccccc3)C2c2ccccc2)cc1,ClCCl,
Cc1ccc(N2C(c3ccccc3N)=NC(c3ccccc3)C2c2ccccc2)cc1,ClCCl,
Cc1ccc(N2C(c3ccccc3[NH-])=[NH+]C(c3ccccc3)C2c2ccccc2)cc1,ClCCl,
Cc1ccc(N2C(c3ccccc3NS(=O)(=O)c3ccc(C)cc3)=NC(c3ccccc3)C2c2ccccc2)cc1,ClCCl,
Cc1ccc(N2C(c3ccccc3[N-]S(=O)(=O)c3ccc(C)cc3)=[NH+]C(c3ccccc3)C2c2ccccc2)cc1,ClCCl,
Cc1ccc(-n2c(-c3ccccc3N)nc3c4ccccc4c4ccccc4c32)cc1,ClCCl,
Cc1ccc(-n2c(-c3ccccc3[NH-])[nH+]c3c4ccccc4c4ccccc4c32)cc1,ClCCl,
Cc1ccc(-n2c(-c3ccccc3NS(=O)(=O)c3ccc(C)cc3)nc3c4ccccc4c4ccccc4c32)cc1,ClCCl,
Cc1ccc(-n2c(-c3ccccc3[N-]S(=O)(=O)c3ccc(C)cc3)[nH+]c3c4ccccc4c4ccccc4c32)cc1,ClCCl,
Cc1ccc(-n2c(-c3cccc4cc[nH]c34)nc3c4ccccc4c4ccccc4c32)cc1,ClCCl,
Cc1ccc(-n2c(-c3cccc4cc[n-]c34)[nH+]c3c4ccccc4c4ccccc4c32)cc1,ClCCl,
COc1ccccc1-c1nc2c3ccccc3c3ccccc3c2o1,CO,
Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2o1,CO,
[O-]c1ccccc1-c1[nH+]c2c3ccccc3c3ccccc3c2o1,CO,
COc1ccccc1-c1nc2c3ccccc3c3ccccc3c2n1-c1ccc(C)cc1,CO,
Oc1ccccc1-c1nc2c3ccccc3c3ccccc3c2n1-c1ccccc1,CO,
[O-]c1ccccc1-c1[nH+]c2c3ccccc3c3ccccc3c2n1-c1ccccc1,CO,
COc1ccccc1-c1nc2c3cccnc3c3ncccc3c2n1-c1ccccc1,CO,
Oc1ccccc1-c1nc2c3cccnc3c3ncccc3c2n1-c1ccccc1,CO,
[O-]c1ccccc1-c1[nH+]c2c3cccnc3c3ncccc3c2n1-c1ccccc1,CO,
COc1ccccc1C1=NC2c3cccc4cccc(c34)C2N1c1ccccc1,CO,
Oc1ccccc1C1=NC2c3cccc4cccc(c34)C2N1c1ccccc1,CO,
Cc1ccc(N2C(c3ccccc3N(C)C)=NC(c3ccccc3)C2c2ccccc2)cc1,CO,
Cc1ccc(N2C(c3ccccc3N)=NC(c3ccccc3)C2c2ccccc2)cc1,CO,
Cc1ccc(N2C(c3ccccc3NS(=O)(=O)c3ccc(C)cc3)=NC(c3ccccc3)C2c2ccccc2)cc1,CO,
Cc1ccc(N2C(c3ccccc3[N-]S(=O)(=O)c3ccc(C)cc3)=[NH+]C(c3ccccc3)C2c2ccccc2)cc1,CO,
Cc1ccc(-n2c(-c3ccccc3N)nc3c4ccccc4c4ccccc4c32)cc1,CO,
Cc1ccc(-n2c(-c3ccccc3[NH-])[nH+]c3c4ccccc4c4ccccc4c32)cc1,CO,
Cc1ccc(-n2c(-c3ccccc3NS(=O)(=O)c3ccc(C)cc3)nc3c4ccccc4c4ccccc4c32)cc1,CO,
Cc1ccc(-n2c(-c3ccccc3[N-]S(=O)(=O)c3ccc(C)cc3)[nH+]c3c4ccccc4c4ccccc4c32)cc1,CO,
Cc1ccc(-n2c(-c3cccc4cc[nH]c34)nc3c4ccccc4c4ccccc4c32)cc1,CO,
Cc1ccc(-n2c(-c3cccc4cc[n-]c34)[nH+]c3c4ccccc4c4ccccc4c32)cc1,CO,
O=C1CCCC2=C1C(c1ccccc1)c1c(c3ccccc3oc1=O)N2,CS(C)=O,
O=C1CCCC2=C1C(c1ccc([N+](=O)[O-])cc1)c1c(c3ccccc3oc1=O)N2,CS(C)=O,
COc1ccc(C2C3=C(CCCC3=O)Nc3c2c(=O)oc2ccccc32)cc1,CS(C)=O,
O=C1CCCC2=C1C(c1cccc(Cl)c1)c1c(c3ccccc3oc1=O)N2,CS(C)=O,
Cc1ccc(C2C3=C(CCCC3=O)Nc3c2c(=O)oc2ccccc32)cc1,CS(C)=O,
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCCCCC,0.37
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCCCCCC,0.38
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,C1COCCO1,1.09
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,ClC(Cl)Cl,0.89
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCOC(C)=O,1.0
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,ClCCl,1.25
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CCCO,0.95
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CC#N,2.03
COc1ccc(C#Cc2ccc(C#N)cc2)cc1OC,CS(C)=O,2.51
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCCCC,0.34
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCCCCC,0.35
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,C1COCCO1,0.33
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,ClC(Cl)Cl,0.38
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCOC(C)=O,0.38
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,ClCCl,0.46
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCO,0.6
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CC#N,0.76
COc1ccc(C#Cc2ccc(C#N)cc2)cc1,CS(C)=O,1.1
CCCCC(CC)COC(=O)C=Cc1c(OC)ccc(OC)c1OC,CO,0.013
CCCCC(CC)COC(=O)C=Cc1c(OC)ccc(OC)c1OC,CCCCCC,0.01
CCCCC(CC)COC(=O)C=Cc1cccc(OC)c1,CO,2.51
CCCCC(CC)COC(=O)C=Cc1cccc(OC)c1,CCCCCC,1.74
CCCCC(CC)COC(=O)C=Cc1ccc(OC)c(OC)c1OC,CO,0.0006
CCCCC(CC)COC(=O)C=Cc1ccc(OC)c(OC)c1OC,CCCCCC,0.0009
CCCCC(CC)COC(=O)C=Cc1ccccc1OC,CO,0.0009
CCCCC(CC)COC(=O)C=Cc1ccccc1OC,CCCCCC,0.001
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCCC,
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,Cc1ccccc1,
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1COCCO1,4.5
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCOC(C)=O,4.53
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,ClCCl,4.48
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(C)=O,4.66
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CS(C)=O,
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC#N,4.7
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCO,3.65
CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CO,2.8
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCCCCC,
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,Cc1ccccc1,
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,C1COCCO1,
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCOC(C)=O,
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,ClCCl,
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CC(C)=O,
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CS(C)=O,
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CC#N,
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCO,
O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CO,
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCCCCC,
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,Cc1ccccc1,
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,C1COCCO1,
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCOC(C)=O,
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,ClCCl,
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CC(C)=O,
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CS(C)=O,
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CC#N,
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CCO,
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CO,
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CCCCCCC,
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,Cc1ccccc1,1.46
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,C1COCCO1,
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,C1CCOC1,2.31
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,ClCCl,
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CS(C)=O,1.87
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CC#N,
CN(C)c1ccc(-c2ccc3c(=O)c(O)coc3c2)cc1,CCCCCCCCO,
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CCCCCCC,
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,Cc1ccccc1,0.91
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,C1COCCO1,
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,C1CCOC1,2.02
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,ClCCl,
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CS(C)=O,2.36
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CC#N,
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,CCCCCCCCO,
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CCCCCCC,
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,C1COCCO1,
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CS(C)=O,3.12
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,CCCCCCCCO,
Nc1cc[nH]c(=S)n1,CCOC(C)=O,
Nc1cc[nH]c(=S)n1,CC#N,
Nc1cc[nH]c(=S)n1,CS(C)=O,
Nc1cc[nH]c(=S)n1,CCO,
Nc1cc[nH]c(=S)n1,CO,
Nc1cc[nH]c(=S)n1,O,
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CCO,
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CS(C)=O,
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CO,
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CN(C)C=O,
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,ClC(Cl)Cl,
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,ClCCl,
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,CC#N,
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,C1COCCO1,
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,C1CCOC1,
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,ClC(Cl)(Cl)Cl,
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,C1CCCCC1,1.89
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,Cc1ccccc1,4.94
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,ClC(Cl)Cl,11.58
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,C1CCOC1,9.74
CC1(C)c2cc(C#N)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,CC#N,1.23
C(=Cc1ccc(-c2ccncc2)cc1)c1ccc(-c2ccncc2)cc1,ClCCl,0.85
N#CC(=C(C#N)c1ccc(-c2ccncc2)cc1)c1ccc(-c2ccncc2)cc1,ClCCl,0.1
N#CC(=Cc1ccc(-c2ccncc2)cc1)c1ccc(-c2ccncc2)cc1,ClCCl,0.1
CCn1c2ccccc2c2cc(C=CC(=O)c3ccc4c(c3)c3cc(C(=O)C=Cc5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,C1CCCCC1,
CCn1c2ccccc2c2cc(C=CC(=O)c3ccc4c(c3)c3cc(C(=O)C=Cc5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,ClC(Cl)(Cl)Cl,
CCn1c2ccccc2c2cc(C=CC(=O)c3ccc4c(c3)c3cc(C(=O)C=Cc5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CCOCC,
CCn1c2ccccc2c2cc(C=CC(=O)c3ccc4c(c3)c3cc(C(=O)C=Cc5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,C1CCOC1,
CCn1c2ccccc2c2cc(C=CC(=O)c3ccc4c(c3)c3cc(C(=O)C=Cc5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,ClC(Cl)Cl,
CCn1c2ccccc2c2cc(C=CC(=O)c3ccc4c(c3)c3cc(C(=O)C=Cc5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CC(C)=O,
CCn1c2ccccc2c2cc(C=CC(=O)c3ccc4c(c3)c3cc(C(=O)C=Cc5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CN(C)C=O,
CCn1c2ccccc2c2cc(C=CC(=O)c3ccc4c(c3)c3cc(C(=O)C=Cc5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CS(C)=O,
CCn1c2ccccc2c2cc(C=CC(=O)c3ccc4c(c3)c3cc(C(=O)C=Cc5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CC#N,
CCn1c2ccccc2c2cc(C=CC(=O)c3ccc4c(c3)c3cc(C(=O)C=Cc5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CCO,
CCn1c2ccccc2c2cc(C=CC(=O)c3ccc4c(c3)c3cc(C(=O)C=Cc5ccc6c(c5)c5ccccc5n6CC)ccc3n4CC)ccc21,CO,
O=[N+]([O-])c1ccc(C=Cc2c[nH]c3ccccc23)cc1,CCCCCCC,
O=[N+]([O-])c1ccc(C=Cc2c[nH]c3ccccc23)cc1,CO,
O=[N+]([O-])c1ccc(C=Cc2c[nH]c3ccccc23)cc1,CC#N,
O=[N+]([O-])c1ccc(C=Cc2c[nH]c3ccccc23)cc1,O,
CC(=O)n1cc(C=Cc2ccc([N+](=O)[O-])cc2)c2ccccc21,CCCCCCC,
CC(=O)n1cc(C=Cc2ccc([N+](=O)[O-])cc2)c2ccccc21,CO,
CC(=O)n1cc(C=Cc2ccc([N+](=O)[O-])cc2)c2ccccc21,CC#N,
CC(=O)n1cc(C=Cc2ccc([N+](=O)[O-])cc2)c2ccccc21,O,
O=[N+]([O-])c1ccc(C=Cc2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,CCCCCCC,
O=[N+]([O-])c1ccc(C=Cc2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,CO,
O=[N+]([O-])c1ccc(C=Cc2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,CC#N,
O=[N+]([O-])c1ccc(C=Cc2cn(S(=O)(=O)c3ccccc3)c3ccccc23)cc1,O,
NNC(=O)c1ccc(C=Cc2ccc(C(=O)NN)cc2)cc1,CN(C)C=O,
S=c1[nH]nc(-c2ccc(C=Cc3ccc(-c4n[nH]c(=S)o4)cc3)cc2)o1,CN(C)C=O,
O=c1[nH]nc(-c2ccc(C=Cc3ccc(-c4n[nH]c(=O)o4)cc3)cc2)o1,CN(C)C=O,
C(=Cc1ccc(-c2nnc(-c3ccccc3)o2)cc1)c1ccc(-c2nnc(-c3ccccc3)o2)cc1,CN(C)C=O,
O=c1c2ccccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,CC#N,
O=c1c2ccccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,ClCCl,
O=c1c2ccccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,O=c1c2ccccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,
O=c1c2cc(F)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,CC#N,
O=c1c2cc(F)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,ClCCl,
O=c1c2cc(F)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,O=c1c2cc(F)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,
O=c1c2cc(Cl)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,CC#N,
O=c1c2cc(Cl)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,ClCCl,
O=c1c2cc(Cl)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,O=c1c2cc(Cl)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,
O=c1c2cc(Br)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,CC#N,
O=c1c2cc(Br)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,ClCCl,
O=c1c2cc(Br)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,O=c1c2cc(Br)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,
O=c1c2cc(I)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,CC#N,
O=c1c2cc(I)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,ClCCl,
O=c1c2cc(I)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,O=c1c2cc(I)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,
F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,CCCCCC,6.79
F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,ClCCl,6.78
F[B-]1(F)n2cccc2C=C2C=CC=[N+]21,CO,7.35
CC1=[N+]2C(=Cc3cccn3[B-]2(F)F)C=C1,CCCCCC,6.75
CC1=[N+]2C(=Cc3cccn3[B-]2(F)F)C=C1,ClCCl,6.2
CC1=[N+]2C(=Cc3cccn3[B-]2(F)F)C=C1,CO,6.96
CC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCCCC,6.62
CC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,ClCCl,6.16
CC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CO,6.69
CC1=CC(C)=[N+]2C1=Cc1cccn1[B-]2(F)F,CCCCCC,6.21
CC1=CC(C)=[N+]2C1=Cc1cccn1[B-]2(F)F,ClCCl,5.89
CC1=CC(C)=[N+]2C1=Cc1cccn1[B-]2(F)F,CO,6.34
CC1=C2C=CC(C)=[N+]2[B-](F)(F)n2cccc21,CCCCCC,6.61
CC1=C2C=CC(C)=[N+]2[B-](F)(F)n2cccc21,ClCCl,6.23
CC1=C2C=CC(C)=[N+]2[B-](F)(F)n2cccc21,CO,6.76
CC1=CC(C)=[N+]2C1=C(C)c1cccn1[B-]2(F)F,CCCCCC,6.1
CC1=CC(C)=[N+]2C1=C(C)c1cccn1[B-]2(F)F,ClCCl,5.93
CC1=CC(C)=[N+]2C1=C(C)c1cccn1[B-]2(F)F,CO,6.31
CC1=CC(C)=[N+]2C1=Cc1c(C)cc(C)n1[B-]2(F)F,CCCCCC,5.85
CC1=CC(C)=[N+]2C1=Cc1c(C)cc(C)n1[B-]2(F)F,ClCCl,5.73
